region,crop,year,rainfall_mm,avg_temperature_c,humidity_pct,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,irrigation_pct_area,fertilizer_kg_ha,farm_area_ha,yield_tonnes_per_ha
East,Maize,2013,506.8,15.8,66.1,6.75,171.4,66.9,90.6,56.8,144.3,0.5,3.73
South,Soybean,2019,636.9,36.6,23.8,6.54,113.8,61.7,195.2,7.2,301.6,4.0,1.87
South,Wheat,2015,1148.6,21.0,75.8,7.17,127.3,54.8,167.8,70.3,228.2,3.54,2.62
East,Soybean,2010,963.7,23.4,37.4,6.94,109.4,51.1,147.2,53.7,262.4,0.83,2.21
Central,Cotton,2018,867.8,14.7,63.5,6.29,91.6,68.3,146.1,57.3,107.4,11.25,1.11
Central,Rice,2014,772.7,26.4,48.4,6.06,86.6,32.9,191.1,99.4,211.3,6.44,2.71
South,Rice,2022,1021.3,18.5,92.1,6.37,149.5,31.3,161.8,15.3,115.0,2.05,2.79
East,Rice,2021,687.7,24.5,81.6,6.06,127.3,60.9,175.8,65.7,101.7,11.39,2.08
East,Soybean,2023,976.4,21.3,48.9,6.4,184.6,59.9,122.3,45.9,214.9,8.82,2.09
West,Soybean,2016,717.2,18.6,58.1,6.51,154.0,27.1,73.3,27.2,219.1,1.7,2.06
Central,Maize,2018,675.6,20.0,63.7,5.78,94.4,37.0,174.9,69.4,151.1,32.54,3.71
North,Rice,2018,740.6,25.1,73.0,7.0,149.4,70.3,194.0,66.8,265.9,1.56,2.86
Central,Maize,2010,806.1,17.6,60.4,6.2,109.3,51.2,141.0,85.6,157.9,11.82,3.44
Central,Rice,2024,887.8,20.3,44.6,5.83,162.6,56.8,185.5,87.9,163.8,27.61,2.77
West,Maize,2010,958.9,27.3,49.2,6.22,103.0,27.6,136.6,56.2,177.8,10.34,4.25
North,Maize,2012,100.0,37.0,59.9,6.69,83.2,54.8,146.4,32.6,165.4,8.77,2.54
West,Cotton,2015,698.1,26.4,78.5,6.57,92.1,23.7,220.1,53.0,256.6,18.69,1.51
North,Maize,2011,802.1,19.4,66.4,6.84,93.9,15.3,138.3,35.9,117.5,2.51,3.16
South,Soybean,2019,1276.3,22.2,48.4,7.22,90.6,55.9,136.0,27.7,134.7,2.6,1.68
North,Maize,2021,630.0,24.2,69.7,7.54,100.0,66.5,75.2,55.2,108.5,8.2,3.43
West,Rice,2020,940.7,22.3,54.2,6.73,150.0,41.2,177.6,65.8,293.0,17.11,3.84
Central,Maize,2010,1273.8,28.5,73.4,5.64,182.9,36.8,121.6,59.1,160.5,7.69,4.14
North,Wheat,2010,571.8,25.1,97.9,6.28,73.4,70.7,155.9,95.4,133.9,30.2,2.37
North,Sugarcane,2022,998.5,28.5,54.6,5.7,164.2,42.1,137.4,29.9,162.8,2.02,46.69
East,Rice,2014,699.4,22.4,72.0,7.86,103.3,44.0,132.2,37.2,230.9,13.98,2.96
Central,Wheat,2013,773.8,30.6,48.8,8.09,132.2,70.4,145.3,66.8,219.8,20.97,2.06
South,Rice,2010,699.2,23.2,58.3,7.02,62.1,39.7,148.4,60.0,145.5,4.45,2.61
West,Soybean,2013,717.0,19.1,60.4,7.19,138.3,35.2,197.0,0.2,156.0,26.16,1.64
South,Sugarcane,2012,1580.5,34.9,57.1,6.7,49.8,57.2,210.8,31.2,92.7,1.81,29.45
Central,Sugarcane,2011,1111.1,14.9,96.9,6.79,131.0,34.3,176.0,25.4,188.3,24.43,38.78
North,Soybean,2018,1175.4,20.3,55.4,5.22,129.0,42.8,200.9,84.0,256.9,18.65,1.76
North,Sugarcane,2023,1023.0,20.9,68.8,6.44,126.7,25.2,184.2,86.6,145.1,0.55,57.12
Central,Soybean,2024,498.4,36.5,31.0,5.8,94.3,47.8,169.8,28.4,218.1,5.89,1.41
North,Wheat,2020,998.7,33.0,66.5,6.73,139.2,46.0,208.2,10.2,145.1,6.02,2.17
North,Cotton,2010,1168.2,31.5,77.1,6.45,133.7,59.5,97.7,20.5,114.3,0.5,1.14
North,Rice,2016,686.7,22.3,52.1,8.06,112.7,57.9,122.6,17.7,220.8,0.5,2.41
West,Soybean,2023,1141.3,36.1,22.3,7.23,143.5,53.3,117.2,23.7,320.9,0.5,1.77
West,Rice,2022,1076.1,25.8,59.4,6.73,116.7,50.9,137.9,23.5,212.6,5.95,3.25
East,Wheat,2013,1363.0,28.9,60.3,6.29,138.5,43.9,177.4,48.0,155.2,4.99,1.96
South,Cotton,2014,795.6,24.9,70.9,7.84,115.6,54.1,105.4,32.0,159.0,22.57,0.99
Central,Wheat,2019,625.6,23.8,90.2,6.48,127.6,28.3,170.1,56.0,294.6,3.35,2.63
Central,Sugarcane,2014,809.6,22.7,54.3,6.77,140.1,9.8,126.5,34.4,198.4,8.59,50.79
Central,Rice,2010,1258.9,23.0,47.2,6.53,106.1,62.4,136.1,81.5,134.0,0.5,2.84
East,Cotton,2015,442.9,27.0,42.5,6.18,76.8,55.1,158.0,95.1,176.3,8.71,1.42
West,Sugarcane,2022,382.9,25.8,63.0,6.53,129.7,43.1,217.2,40.4,192.9,19.58,43.81
East,Cotton,2018,922.3,23.8,67.2,4.93,161.6,61.1,121.5,4.9,208.2,3.51,1.15
Central,Sugarcane,2011,789.4,31.5,51.8,5.26,130.5,34.0,146.8,24.0,270.7,3.02,38.61
South,Wheat,2016,901.9,9.2,71.7,6.78,131.1,34.4,106.9,10.2,256.6,7.87,2.11
North,Soybean,2015,1136.3,26.5,67.0,7.75,118.5,32.3,121.1,34.5,191.9,3.19,1.52
West,Rice,2014,761.9,27.6,60.6,6.78,145.9,53.5,106.5,64.5,177.5,4.12,2.96
West,Maize,2013,431.7,29.7,46.5,5.92,113.5,21.3,159.8,51.9,203.8,2.55,3.17
East,Maize,2013,1411.1,23.7,52.8,5.35,104.1,33.5,167.0,24.3,143.5,3.38,3.16
West,Wheat,2015,650.7,25.0,23.6,7.13,158.7,49.3,177.5,76.7,238.8,9.1,2.53
Central,Rice,2013,635.2,28.9,63.5,6.05,101.4,26.9,119.9,13.1,167.8,20.45,2.17
Central,Rice,2014,1175.9,31.5,60.4,7.01,151.1,35.1,170.3,22.8,209.5,7.0,2.25
East,Wheat,2022,803.9,22.5,62.8,6.81,158.7,11.8,154.5,67.6,282.8,0.5,2.57
Central,Rice,2015,884.2,25.3,67.6,6.88,139.8,54.1,147.7,19.7,213.2,2.45,3.22
South,Soybean,2014,1020.7,32.4,65.8,6.53,76.3,34.7,100.3,67.9,193.8,24.33,2.02
East,Wheat,2016,1170.9,13.4,58.3,6.81,121.0,28.5,156.1,97.7,149.0,19.29,2.02
South,Soybean,2018,816.6,20.5,60.7,6.4,112.9,25.6,157.4,83.1,175.3,0.98,2.33
North,Rice,2019,1280.0,31.3,38.9,5.99,102.6,38.7,154.1,16.0,111.8,19.12,2.4
South,Wheat,2016,366.1,29.5,51.2,5.73,125.0,21.3,166.0,52.0,212.0,26.71,1.99
North,Rice,2016,1089.9,26.6,60.8,4.59,146.9,74.1,177.8,42.2,51.9,3.14,1.85
North,Wheat,2013,690.1,21.8,49.0,6.36,104.0,9.2,106.1,99.2,238.1,9.66,2.89
South,Rice,2010,1243.1,19.6,72.9,7.72,114.0,38.2,141.3,96.4,223.9,6.57,2.86
East,Soybean,2023,935.5,21.0,50.1,7.08,111.6,46.6,170.6,12.7,185.9,3.29,1.69
Central,Soybean,2017,731.8,31.7,63.2,6.68,160.7,33.4,139.3,90.9,148.0,1.33,1.73
Central,Rice,2013,1065.7,20.9,61.7,5.91,111.0,48.2,188.4,19.3,179.0,3.66,2.53
North,Wheat,2010,1123.3,24.5,71.2,7.3,76.8,33.0,153.6,31.9,73.6,21.03,1.83
North,Maize,2014,1060.5,20.2,73.5,6.4,64.9,68.0,71.8,35.3,229.4,13.34,3.99
East,Soybean,2023,642.6,28.2,70.4,7.76,132.7,28.2,183.6,28.7,170.2,3.21,1.56
West,Soybean,2023,779.0,21.3,28.4,5.72,93.4,9.7,145.3,85.3,270.9,6.35,2.07
South,Sugarcane,2017,899.0,23.5,77.9,5.9,143.4,25.5,79.2,33.0,203.5,4.17,45.25
North,Maize,2013,889.7,15.6,82.9,5.82,73.4,50.8,139.9,81.7,193.9,5.02,3.94
Central,Rice,2022,1087.4,15.9,52.8,5.31,101.1,43.2,99.3,99.4,204.1,11.46,2.7
East,Wheat,2021,396.3,24.0,63.5,5.75,73.4,56.3,180.1,84.1,121.5,6.26,2.07
South,Sugarcane,2017,983.6,17.4,46.6,6.58,135.2,52.5,148.6,34.6,152.9,1.6,45.87
East,Rice,2017,827.5,34.5,30.8,5.93,142.7,35.5,113.1,71.1,188.0,2.51,2.26
South,Cotton,2012,690.4,13.7,48.9,4.0,131.9,37.7,182.4,53.4,161.8,6.71,0.73
South,Soybean,2018,714.4,20.0,51.9,7.36,82.0,39.2,168.3,78.7,145.4,9.44,1.51
North,Cotton,2012,846.4,24.1,54.7,5.15,93.9,73.3,140.6,15.3,163.1,5.68,1.16
East,Soybean,2010,100.0,22.2,45.6,6.97,128.2,55.4,100.2,63.8,182.6,7.75,1.57
East,Soybean,2011,724.7,18.5,49.0,6.52,60.9,73.4,116.3,77.4,319.1,12.46,1.96
Central,Cotton,2024,681.0,19.2,59.8,8.19,111.6,57.6,115.7,76.1,160.5,6.31,0.99
Central,Cotton,2015,1033.2,19.0,48.4,7.3,173.1,44.0,179.9,96.4,139.4,30.24,1.38
North,Rice,2021,698.6,22.6,68.2,6.1,113.7,29.7,82.8,5.8,170.8,2.15,2.27
North,Sugarcane,2019,846.2,33.8,70.2,5.94,67.9,48.0,148.1,34.6,270.1,20.17,42.78
West,Sugarcane,2011,1285.6,24.4,95.7,7.7,98.7,44.1,140.0,47.7,274.4,2.28,47.1
Central,Cotton,2015,1148.6,29.9,76.9,5.32,97.9,43.6,191.4,31.0,296.9,6.07,1.35
South,Rice,2023,1125.6,26.5,63.6,6.65,194.9,41.9,159.3,31.0,183.7,4.87,3.1
East,Sugarcane,2010,775.0,29.6,50.7,6.4,178.3,14.2,171.4,17.6,218.5,3.73,48.12
North,Rice,2020,1035.8,10.0,64.4,6.23,145.6,63.9,129.0,81.3,117.0,26.32,2.51
East,Rice,2022,841.5,22.5,64.9,6.78,108.0,44.2,100.8,90.8,158.8,2.54,3.04
East,Soybean,2010,851.0,30.5,52.3,6.65,162.0,23.8,137.0,8.2,113.1,8.99,1.76
West,Sugarcane,2014,1002.4,21.1,71.8,6.87,80.3,52.2,181.1,15.5,208.4,13.04,46.28
Central,Sugarcane,2019,750.8,32.8,39.0,6.61,157.7,32.2,181.0,22.8,182.3,1.76,31.69
North,Soybean,2022,1273.3,31.4,56.3,6.83,152.5,53.4,132.8,50.9,193.6,28.94,1.47
East,Cotton,2020,860.0,21.7,68.3,6.57,114.7,58.2,115.6,79.1,129.2,6.33,1.34
North,Soybean,2018,1054.6,21.5,55.7,5.97,159.9,60.3,107.7,7.1,231.0,19.67,1.87
South,Sugarcane,2023,1263.9,18.9,56.9,6.5,104.3,42.6,144.5,63.7,35.6,8.72,36.46
West,Sugarcane,2017,1157.9,20.9,57.9,5.93,75.7,38.8,155.5,14.9,164.9,8.39,42.99
South,Cotton,2012,547.8,17.8,47.5,5.88,154.2,35.6,208.9,97.1,173.6,3.39,1.25
North,Soybean,2024,1011.2,26.1,77.6,6.23,117.0,34.2,154.9,89.9,58.7,11.78,1.9
North,Wheat,2012,1112.7,16.7,44.7,6.4,141.1,44.7,174.6,95.0,203.0,0.5,2.63
Central,Wheat,2024,1123.0,27.0,64.8,6.53,183.7,41.9,118.8,10.6,169.6,6.49,2.08
East,Cotton,2010,621.7,27.1,66.2,7.23,94.7,32.6,151.7,48.8,213.7,0.5,1.15
East,Soybean,2023,735.7,15.7,45.8,6.1,115.0,27.8,155.6,16.5,300.0,2.93,1.9
South,Soybean,2012,1148.6,31.7,61.1,6.66,174.9,43.4,144.4,60.0,199.5,0.81,1.88
West,Rice,2024,709.6,26.6,46.4,6.59,143.4,38.5,149.1,23.3,238.4,19.41,3.1
East,Sugarcane,2023,825.1,27.7,80.9,6.01,95.5,27.9,155.0,77.1,262.9,7.92,55.47
Central,Maize,2021,1294.0,20.2,42.9,6.56,86.6,57.5,169.2,64.4,209.5,8.83,4.21
South,Cotton,2021,888.1,27.1,50.2,7.3,101.5,71.6,196.8,57.2,128.0,15.24,1.33
South,Maize,2021,718.3,29.6,41.6,6.65,94.2,59.4,59.4,82.5,81.6,10.57,3.3
Central,Maize,2022,680.6,23.5,39.6,6.68,128.3,34.2,194.5,50.0,202.5,1.06,3.88
West,Cotton,2020,983.2,34.0,83.9,5.94,122.7,44.2,81.6,27.0,156.0,7.69,0.94
Central,Soybean,2010,566.7,24.2,68.1,8.08,129.8,68.1,162.4,62.1,257.0,30.6,1.79
West,Cotton,2017,838.2,29.7,62.1,5.98,90.6,27.4,244.2,95.7,151.5,1.93,1.2
Central,Maize,2010,983.3,25.5,50.2,5.17,117.5,56.7,148.3,60.1,179.1,7.73,4.21
Central,Sugarcane,2014,1224.8,26.9,73.6,7.19,48.1,23.3,157.2,63.0,110.5,6.63,41.93
North,Sugarcane,2018,1066.9,15.6,47.6,6.41,125.1,70.3,137.6,93.5,159.4,3.98,46.4
South,Sugarcane,2016,721.5,25.9,71.9,6.26,161.1,38.5,176.7,51.5,123.4,24.74,39.88
Central,Soybean,2013,1194.6,20.3,46.9,6.06,70.1,78.4,164.5,99.6,128.9,3.53,1.97
Central,Wheat,2020,825.1,19.8,50.3,8.0,136.9,70.9,123.0,16.0,176.8,0.79,1.81
East,Cotton,2018,591.1,32.7,71.4,6.78,98.6,43.4,145.4,53.7,143.6,26.28,1.06
South,Sugarcane,2018,857.0,22.9,73.0,6.94,148.1,34.2,105.3,21.3,337.8,10.45,57.87
East,Cotton,2011,1259.5,19.0,69.0,6.63,125.6,47.9,145.2,45.3,230.2,3.35,1.36
South,Sugarcane,2019,941.3,22.2,44.3,6.72,134.2,42.3,133.2,17.1,245.1,2.63,48.77
East,Soybean,2019,903.1,17.5,53.3,7.62,122.3,39.0,155.5,22.3,173.3,21.05,1.61
Central,Wheat,2020,1309.3,31.2,62.4,6.3,166.5,20.1,121.6,21.1,186.3,2.56,2.14
Central,Wheat,2021,542.2,20.5,47.3,5.33,132.2,37.3,141.4,32.0,154.2,6.16,1.78
North,Sugarcane,2015,578.6,26.6,80.6,7.19,95.3,28.3,150.4,13.5,337.5,1.94,48.67
East,Soybean,2013,496.0,30.8,24.0,6.9,123.5,53.3,153.1,80.9,173.5,42.74,1.7
West,Rice,2017,993.2,21.5,48.3,6.59,107.1,59.9,161.0,22.1,143.8,11.74,2.82
North,Cotton,2021,941.6,26.7,52.4,6.88,125.7,56.1,143.0,41.7,134.8,6.71,1.22
East,Cotton,2020,1285.7,18.8,17.3,6.2,105.3,50.1,118.5,1.6,200.1,10.96,1.35
East,Maize,2016,960.9,36.2,39.1,6.52,96.3,32.2,153.3,10.5,265.3,19.85,4.21
North,Soybean,2016,799.0,28.7,69.4,6.39,127.0,48.1,142.8,89.6,245.2,26.4,2.15
Central,Maize,2020,900.4,23.0,60.5,6.03,122.0,56.9,191.0,83.7,134.6,12.33,4.36
East,Sugarcane,2019,929.4,20.1,83.6,7.45,157.2,36.2,196.0,84.1,133.1,15.13,40.6
Central,Maize,2018,482.1,23.4,83.2,5.37,105.5,46.8,95.1,41.1,254.8,4.06,3.38
North,Wheat,2022,1577.6,22.3,66.5,8.39,50.7,42.8,174.7,14.2,306.1,3.98,1.61
Central,Cotton,2014,1030.0,33.8,64.7,7.2,107.3,69.9,182.7,10.8,171.3,13.21,1.09
South,Maize,2015,952.5,17.9,61.0,5.08,63.1,57.8,96.2,60.6,252.4,11.4,3.86
West,Wheat,2010,1053.8,24.7,20.2,6.32,134.5,54.1,173.2,82.8,92.0,18.5,2.6
East,Soybean,2015,1077.4,23.9,39.1,6.37,61.4,19.2,185.8,90.0,129.4,1.14,2.06
West,Maize,2011,864.9,23.4,61.5,6.81,85.4,47.6,112.0,28.9,119.4,9.39,4.09
Central,Sugarcane,2015,742.2,23.5,69.2,5.71,107.3,42.7,140.5,32.1,204.7,8.35,47.46
East,Sugarcane,2018,1049.9,23.4,64.3,6.53,174.0,42.5,157.5,10.1,169.3,12.82,58.95
Central,Sugarcane,2017,996.4,28.4,46.6,6.4,82.4,21.5,172.8,77.4,194.3,0.5,60.7
South,Cotton,2018,697.5,27.0,74.1,5.91,120.4,28.7,110.5,27.6,253.1,14.0,1.43
North,Maize,2022,1254.8,26.1,82.2,5.8,140.3,44.0,196.3,48.1,140.8,3.16,3.79
East,Soybean,2024,973.3,8.8,74.1,7.24,171.9,61.7,68.8,92.9,185.6,9.3,1.48
South,Maize,2019,1082.5,25.5,74.8,5.14,147.2,36.1,202.9,75.2,99.7,7.67,3.5
South,Cotton,2017,1248.0,15.7,51.6,6.88,158.3,39.0,172.0,5.3,249.8,4.64,1.37
East,Wheat,2012,905.5,27.2,76.1,7.14,150.3,71.7,125.1,0.8,245.8,10.96,2.38
Central,Cotton,2017,979.2,31.4,62.2,6.33,77.7,40.5,184.6,78.7,201.7,26.0,1.31
South,Sugarcane,2015,1102.5,19.4,67.7,6.54,132.6,43.1,108.1,55.3,187.2,3.13,51.09
West,Wheat,2022,718.8,22.7,65.5,7.43,149.7,43.3,154.6,72.0,149.5,11.04,1.95
South,Sugarcane,2015,913.5,21.0,58.2,5.94,86.5,24.8,159.5,15.7,96.3,3.02,37.01
Central,Rice,2015,931.4,30.2,47.1,6.02,99.7,53.6,159.4,87.2,198.3,14.95,3.13
Central,Cotton,2012,661.0,24.5,58.8,6.1,91.9,35.2,116.4,77.3,225.4,4.6,1.49
West,Cotton,2019,1479.4,32.6,74.8,7.43,147.0,44.5,130.2,89.1,301.2,4.77,1.12
South,Soybean,2010,548.2,26.1,53.4,7.53,117.6,51.7,155.1,34.1,156.4,11.82,1.42
Central,Maize,2021,575.5,25.2,73.4,5.38,108.8,74.1,120.9,27.6,196.2,5.48,2.94
East,Wheat,2023,1228.6,24.3,71.1,7.3,75.1,25.2,160.9,15.2,246.9,2.48,2.28
North,Wheat,2013,1078.3,28.1,55.5,7.16,117.6,58.0,125.4,93.0,248.7,43.3,2.22
North,Soybean,2019,643.5,15.3,80.8,7.74,100.1,58.0,190.0,17.7,142.7,7.75,1.23
North,Soybean,2021,1051.8,24.4,54.7,6.81,128.5,35.4,212.5,11.9,163.3,8.29,1.91
South,Maize,2015,1267.0,23.6,82.6,6.46,80.0,54.0,138.1,19.3,148.5,8.32,3.29
West,Sugarcane,2020,892.4,27.6,66.5,7.42,126.2,69.7,186.8,77.1,125.9,17.19,39.39
Central,Maize,2021,1549.7,23.1,59.8,7.06,104.6,33.5,141.5,89.0,268.3,1.63,4.12
East,Cotton,2019,469.0,18.8,46.7,8.3,76.3,48.6,112.5,81.1,183.8,0.5,0.92
East,Sugarcane,2011,1073.5,24.0,58.7,7.27,73.5,51.1,133.0,56.3,175.5,3.91,48.17
South,Rice,2016,1191.6,18.6,56.9,6.62,78.8,53.0,153.4,99.4,194.9,6.66,3.2
North,Maize,2016,1122.8,14.4,41.1,5.56,112.8,56.5,78.5,6.9,183.2,2.69,2.68
South,Soybean,2020,848.9,27.6,56.7,6.04,124.2,47.5,175.0,86.7,166.7,9.35,2.04
West,Sugarcane,2013,827.4,26.9,47.9,5.35,129.4,52.7,153.4,42.8,134.3,0.61,38.3
West,Maize,2013,1011.0,26.3,68.8,6.33,130.8,31.3,190.0,45.5,273.9,12.51,4.64
Central,Wheat,2024,1103.9,30.5,79.6,7.24,93.5,47.5,174.3,12.8,145.8,10.13,1.62
Central,Rice,2010,1050.6,20.7,41.6,6.5,157.0,37.9,154.8,3.3,124.2,1.93,2.64
West,Cotton,2022,1160.0,16.8,85.7,7.32,104.5,26.6,135.8,31.7,175.2,2.84,1.14
West,Wheat,2011,645.3,23.6,58.1,6.77,135.8,37.4,210.9,17.5,309.5,13.16,2.57
West,Wheat,2018,843.1,22.3,45.4,6.18,114.3,49.0,236.8,48.3,130.7,11.87,2.27
South,Rice,2019,665.0,19.8,71.4,6.57,133.1,51.5,136.4,14.7,222.6,13.45,2.69
West,Cotton,2017,803.5,23.6,53.3,6.88,112.5,26.0,191.7,13.8,165.2,3.11,1.24
East,Soybean,2017,1153.8,20.9,58.8,6.61,133.8,30.9,121.7,87.7,194.7,27.94,1.93
North,Sugarcane,2018,927.0,14.8,53.9,6.62,119.7,55.9,126.5,92.1,235.3,10.05,51.32
West,Cotton,2024,1551.7,21.8,47.7,5.88,148.5,52.6,134.6,96.4,76.8,0.54,0.99
North,Maize,2016,948.4,18.3,70.9,6.15,91.3,58.3,177.4,68.1,126.2,5.2,3.45
South,Wheat,2022,914.9,25.2,55.7,8.31,58.1,65.5,107.0,77.1,234.5,8.74,2.37
North,Maize,2018,926.5,20.7,38.5,7.48,85.9,53.1,212.0,83.6,185.8,1.48,3.5
South,Soybean,2019,740.5,29.6,68.3,5.32,157.4,38.8,187.5,65.9,192.7,18.56,1.69
East,Maize,2021,885.5,32.0,41.9,4.61,114.6,46.7,176.5,33.0,222.7,11.22,3.19
South,Cotton,2011,1181.9,27.4,42.7,6.56,123.2,69.9,138.2,15.6,126.6,0.68,1.13
South,Maize,2015,928.5,16.2,77.9,7.21,83.1,86.5,183.2,23.7,243.3,19.55,4.05
Central,Soybean,2024,701.6,31.5,42.1,6.08,122.3,51.9,33.3,84.0,229.2,4.15,1.77
West,Soybean,2012,668.7,31.9,25.3,7.32,84.2,53.0,167.6,69.6,194.3,4.82,1.53
West,Soybean,2020,787.4,24.1,69.3,6.55,89.3,55.9,156.4,45.6,208.1,12.23,1.89
East,Cotton,2024,918.5,30.6,55.4,6.37,105.9,45.4,74.6,2.9,249.9,8.26,1.31
East,Soybean,2015,1198.4,21.2,56.7,7.1,135.6,62.5,166.3,26.6,144.4,4.6,1.54
West,Wheat,2012,564.9,14.7,55.3,6.07,139.3,60.1,173.6,72.9,219.7,2.4,1.89
Central,Soybean,2017,820.0,20.2,63.5,6.27,140.3,50.3,75.9,51.2,284.7,5.82,2.14
West,Maize,2024,936.1,32.6,48.7,7.04,64.4,40.2,102.5,43.6,218.4,6.92,3.78
Central,Sugarcane,2020,441.6,16.5,82.1,6.47,119.8,22.2,232.6,31.4,166.7,7.97,40.98
East,Maize,2024,691.6,24.0,37.9,8.03,113.1,56.0,142.5,60.7,319.1,7.43,4.37
North,Sugarcane,2022,730.0,24.2,66.7,7.06,66.4,48.2,189.0,96.6,193.8,7.68,53.11
East,Maize,2013,701.0,21.4,69.6,7.0,120.6,33.9,195.1,90.1,263.9,5.17,4.4
East,Cotton,2021,948.0,21.8,48.6,6.46,111.2,28.1,165.8,3.0,154.7,6.6,1.24
South,Maize,2019,859.9,24.4,44.6,7.2,137.9,54.9,190.7,48.1,244.1,2.72,4.34
South,Cotton,2015,761.2,21.2,75.3,6.24,122.8,21.0,65.5,32.9,147.2,1.38,1.15
South,Cotton,2024,1007.0,16.9,45.1,6.73,100.8,49.5,140.8,51.1,199.4,7.47,1.26
South,Soybean,2018,1330.8,25.1,50.9,5.77,152.4,57.7,26.8,60.6,143.6,0.5,1.68
Central,Wheat,2011,1309.8,29.4,73.3,7.33,42.3,53.2,80.2,20.0,294.1,0.54,2.02
West,Sugarcane,2011,419.3,28.3,60.5,6.73,117.8,39.1,128.2,78.2,166.7,2.27,38.46
North,Soybean,2016,1044.3,20.0,33.0,8.09,58.3,26.3,123.4,47.5,113.5,1.73,1.59
East,Soybean,2024,855.5,17.7,86.2,8.41,88.1,53.8,151.7,99.2,185.7,3.75,1.38
Central,Cotton,2011,938.8,22.6,52.0,7.11,138.4,63.0,149.2,2.5,212.2,3.71,1.19
North,Cotton,2011,800.4,31.8,54.0,6.55,75.4,36.4,155.3,19.0,178.4,0.99,1.29
Central,Sugarcane,2013,929.4,27.2,63.8,5.74,70.2,52.6,157.0,69.0,131.2,2.26,43.06
Central,Maize,2018,937.9,27.5,69.4,7.22,203.4,68.7,163.3,69.5,242.2,0.5,4.84
East,Maize,2017,755.3,28.4,89.4,6.67,72.4,50.1,111.6,58.2,255.6,3.46,3.92
West,Soybean,2011,675.9,26.1,35.1,6.93,177.8,39.0,121.0,97.2,81.1,12.73,1.69
South,Rice,2017,787.8,24.6,72.4,7.88,114.0,60.6,148.5,41.5,127.4,2.48,2.52
West,Rice,2013,958.6,27.3,71.1,5.84,101.6,33.9,149.1,41.7,170.4,8.25,2.62
East,Maize,2011,1049.7,21.3,57.9,5.76,139.8,25.5,106.7,91.0,148.1,0.83,4.6
East,Rice,2020,1113.3,16.9,71.8,6.31,166.8,57.2,193.3,53.8,211.6,0.5,2.85
East,Maize,2019,776.5,27.6,74.0,7.16,79.9,38.9,179.0,35.4,290.4,5.52,4.33
North,Cotton,2016,971.0,30.2,39.3,6.94,102.1,40.3,115.6,71.9,157.1,4.95,1.22
West,Soybean,2015,1140.6,18.4,86.2,5.78,149.6,35.6,141.7,62.0,274.6,1.7,2.22
West,Wheat,2023,1191.4,28.1,36.6,7.11,130.1,37.9,230.4,30.6,91.9,2.7,1.92
Central,Soybean,2019,885.3,32.4,43.0,5.54,158.6,66.0,156.4,29.8,207.3,0.5,1.88
Central,Maize,2014,844.8,24.0,56.1,5.83,138.0,69.9,165.8,39.6,144.3,12.79,4.15
Central,Maize,2020,947.8,19.9,88.9,6.41,183.3,71.9,125.6,7.2,208.6,2.87,4.35
East,Soybean,2010,612.6,24.6,55.4,6.06,126.3,61.4,137.5,94.3,74.6,1.98,1.53
West,Sugarcane,2011,851.6,21.2,59.5,7.21,127.8,52.0,210.5,18.3,102.9,13.06,39.04
East,Maize,2017,1086.1,20.9,81.5,6.73,131.3,23.5,154.5,19.4,208.5,0.5,4.01
North,Rice,2010,1060.5,26.2,55.5,7.91,115.0,42.2,147.2,64.7,142.2,2.68,2.57
Central,Rice,2012,832.4,16.0,42.3,6.3,149.7,77.4,150.3,72.4,160.6,2.44,2.76
East,Maize,2011,954.4,16.8,53.7,6.4,128.3,38.5,251.8,73.7,290.2,2.44,4.4
East,Maize,2014,693.8,24.1,80.6,7.47,147.6,67.7,151.6,37.5,188.3,0.5,3.59
North,Sugarcane,2013,1075.9,23.9,61.1,6.43,153.1,45.8,116.8,87.3,234.1,21.83,59.86
South,Rice,2022,880.5,25.7,89.0,7.7,135.0,5.0,123.8,54.4,134.4,15.97,2.34
West,Maize,2016,831.0,33.4,71.1,6.93,137.6,54.6,181.2,43.9,99.5,4.28,3.31
South,Maize,2014,809.6,24.5,50.3,4.62,84.6,64.0,92.9,81.0,175.2,4.72,3.52
Central,Sugarcane,2017,884.3,27.0,60.8,7.44,100.7,44.3,168.0,24.4,90.6,5.94,40.01
East,Sugarcane,2013,788.0,19.1,47.2,7.23,149.5,63.5,121.0,86.0,138.1,5.21,44.39
North,Soybean,2024,1064.5,27.8,50.0,7.26,169.8,20.0,75.6,53.9,194.3,12.08,1.62
North,Sugarcane,2021,801.2,21.4,100.0,4.97,52.1,24.2,110.8,90.0,173.3,5.36,39.2
West,Wheat,2015,1298.2,24.4,75.3,5.97,100.1,48.1,151.1,20.2,200.1,1.67,2.5
South,Rice,2013,1266.3,23.5,72.9,6.03,120.8,52.2,205.8,93.6,216.0,1.0,3.44
West,Soybean,2011,677.1,29.2,50.7,5.83,89.2,65.3,186.5,68.8,108.3,20.03,1.34
East,Wheat,2010,917.4,17.5,83.5,7.89,91.2,54.6,138.3,61.8,123.5,0.5,1.9
West,Maize,2023,737.3,12.6,76.5,6.49,136.6,27.1,188.9,42.2,49.3,18.23,2.63
North,Maize,2023,818.3,22.9,88.2,6.47,175.3,48.2,135.7,95.6,157.8,9.38,3.72
